@RELATION music

@ATTRIBUTE escala {C+,B,A,F+,E,D,E-,B-,F,G,C,A-,D-}
@ATTRIBUTE armadura {2/8,3/8,1/4,9/8,2/2,3/4,4/4,6/8,2/4}
@ATTRIBUTE g1 NUMERIC
@ATTRIBUTE g2 NUMERIC
@ATTRIBUTE g3 NUMERIC
@ATTRIBUTE g4 NUMERIC
@ATTRIBUTE g5 NUMERIC
@ATTRIBUTE g6 NUMERIC
@ATTRIBUTE g7 NUMERIC
@ATTRIBUTE g8 NUMERIC
@ATTRIBUTE g9 NUMERIC
@ATTRIBUTE g10 NUMERIC
@ATTRIBUTE g11 NUMERIC
@ATTRIBUTE g12 NUMERIC
@ATTRIBUTE acorde1 NUMERIC
@ATTRIBUTE acorde2 NUMERIC
@ATTRIBUTE acorde3 NUMERIC
@ATTRIBUTE acorde4 NUMERIC
@ATTRIBUTE acorde5 NUMERIC
@ATTRIBUTE RHSonidos NUMERIC
@ATTRIBUTE LHSonidos NUMERIC
@ATTRIBUTE AmbasSonidos NUMERIC
@ATTRIBUTE RHSilencios NUMERIC
@ATTRIBUTE LHSilencios NUMERIC
@ATTRIBUTE AmbasSilencios NUMERIC
@ATTRIBUTE MasRuidosa {R,L,B}
@ATTRIBUTE O1 NUMERIC
@ATTRIBUTE O2 NUMERIC
@ATTRIBUTE O3 NUMERIC
@ATTRIBUTE O4 NUMERIC
@ATTRIBUTE O5 NUMERIC
@ATTRIBUTE O6 NUMERIC
@ATTRIBUTE O7 NUMERIC
@ATTRIBUTE RHMasGrave NUMERIC
@ATTRIBUTE RHMasAguda NUMERIC
@ATTRIBUTE LHMasGrave NUMERIC
@ATTRIBUTE LHMasAguda NUMERIC
@ATTRIBUTE RHAmplitud NUMERIC
@ATTRIBUTE LHAmplitud NUMERIC
@ATTRIBUTE TotalAmplitud NUMERIC
@ATTRIBUTE Compositor {Bach,Mozart,Muzio,Beethoven,Debussy,Joplin}

@DATA
A-,"2/4",8,4,3,0,10,4,0,14,0,3,0,4,12,5,4,4,0,0.6875,0.8125,0.8125,0.125,0.0,0.0,L,0,7,17,10,12,4,0,63,87,39,61,24,22,48,Joplin
A-,"2/4",5,2,8,2,8,7,2,7,2,11,0,6,17,0,1,10,0,0.9375,1.0,1.0,0.0625,0.0,0.0,L,0,1,19,28,12,0,0,59,77,46,65,18,19,31,Joplin
A-,"2/4",11,2,7,3,10,9,3,15,0,7,1,7,10,5,3,6,4,0.9688,1.0,1.0,0.0313,0.0,0.0,L,2,11,17,27,18,0,0,61,80,34,61,19,27,46,Joplin
A-,"2/4",16,2,7,2,11,9,2,15,0,7,3,6,7,4,5,7,4,1.0,1.0,1.0,0.0,0.0,0.0,B,2,14,20,28,16,0,0,61,80,34,61,19,27,46,Joplin
A-,"2/4",13,3,7,1,9,8,0,20,0,3,1,9,0,9,4,6,4,0.9063,1.0,1.0,0.0938,0.0,0.0,L,0,8,24,19,23,0,0,67,82,39,61,15,22,43,Joplin
A-,"2/4",15,1,11,1,15,11,1,20,0,3,3,10,0,16,2,7,5,0.9375,1.0,1.0,0.0625,0.0,0.0,L,0,9,23,30,29,0,0,63,80,39,61,17,22,41,Joplin
A-,"2/4",15,3,9,1,17,10,0,24,0,4,1,9,0,17,2,7,5,0.9375,1.0,1.0,0.0625,0.0,0.0,L,0,9,23,18,41,2,0,67,84,39,61,17,22,45,Joplin
A-,"2/4",21,0,1,2,7,9,2,12,0,12,2,0,14,5,5,6,1,0.9375,1.0,1.0,0.0625,0.0,0.0,L,2,8,21,23,14,0,0,63,80,32,61,17,29,48,Joplin
A-,"2/4",17,4,4,0,15,1,1,14,0,5,1,1,7,5,1,3,6,0.9063,1.0,1.0,0.0938,0.0,0.0,L,2,11,16,18,14,2,0,60,87,32,60,27,28,55,Joplin
A-,"2/4",7,2,9,0,11,8,0,13,2,5,0,10,15,2,4,9,0,0.9688,1.0,1.0,0.0313,0.0,0.0,L,0,5,23,23,14,2,0,63,87,39,65,24,26,48,Joplin
A-,"2/4",8,2,5,5,6,7,5,9,0,15,0,2,16,2,0,8,2,0.9063,1.0,1.0,0.0938,0.0,0.0,L,2,6,13,27,16,0,0,59,80,34,65,21,31,46,Joplin
A-,"2/4",16,2,8,2,11,9,2,15,0,6,3,7,6,5,5,7,4,1.0,1.0,1.0,0.0,0.0,0.0,B,2,14,20,29,16,0,0,61,80,34,61,19,27,46,Joplin
A-,"2/4",17,2,6,0,15,5,0,13,0,2,4,4,8,2,5,5,4,0.9375,0.9375,0.9375,0.0625,0.0625,0.0625,B,1,9,16,20,22,0,0,60,82,32,66,22,34,50,Joplin
F+,"2/4",8,1,16,0,8,0,13,11,0,10,4,7,14,0,6,5,5,1.0,1.0,1.0,0.0,0.0,0.0,B,1,7,14,19,37,0,0,68,82,32,66,14,34,50,Joplin
F+,"2/4",7,1,10,9,6,0,9,13,0,12,4,13,11,0,9,5,5,1.0,1.0,1.0,0.0,0.0,0.0,B,0,8,18,26,32,0,0,65,82,37,66,17,29,45,Joplin
F+,"2/4",7,0,2,10,15,0,4,8,0,9,2,14,11,1,9,5,2,0.9063,0.9375,0.9375,0.0938,0.0625,0.0625,L,0,7,14,28,22,0,0,65,82,39,66,17,27,43,Joplin
F+,"2/4",8,3,15,0,5,1,5,16,2,6,0,11,10,2,5,8,2,1.0,1.0,1.0,0.0,0.0,0.0,B,1,9,18,28,16,0,0,65,80,32,65,15,33,48,Joplin
A-,"2/4",13,2,2,0,8,9,0,12,4,11,2,5,13,0,9,7,0,1.0,1.0,1.0,0.0,0.0,0.0,B,0,11,23,5,29,0,0,72,80,39,61,8,22,41,Joplin
A-,"2/4",11,0,2,0,22,10,0,3,5,14,2,4,12,0,4,8,3,1.0,1.0,1.0,0.0,0.0,0.0,B,0,8,22,9,33,1,0,72,84,36,61,12,25,48,Joplin
A-,"2/4",13,2,2,0,8,9,0,12,3,10,2,5,13,0,11,5,0,1.0,1.0,1.0,0.0,0.0,0.0,B,0,11,21,5,29,0,0,72,80,39,61,8,22,41,Joplin
A-,"2/4",14,2,4,0,8,6,0,13,3,8,2,6,11,0,10,5,1,1.0,1.0,1.0,0.0,0.0,0.0,B,0,10,22,8,25,1,0,67,84,39,61,17,22,45,Joplin
A-,"2/4",7,0,0,0,2,0,0,2,0,0,0,0,0,1,0,1,1,0.75,0.75,0.75,0.0,0.0,0.0,B,1,3,2,3,2,0,0,60,80,32,56,20,24,48,Joplin
C,"2/4",19,0,5,2,10,4,3,13,1,3,1,3,3,9,6,0,5,0.9375,0.9375,0.9375,0.0625,0.0625,0.0625,B,0,3,13,30,17,1,0,60,84,36,64,24,28,48,Joplin
C,"2/4",16,0,6,2,10,7,5,16,2,6,0,4,3,2,6,2,8,1.0,1.0,1.0,0.0,0.0,0.0,B,0,8,18,15,32,1,0,67,84,36,65,17,29,48,Joplin
C,"2/4",11,2,10,0,4,5,2,15,3,6,2,6,2,1,4,1,9,1.0,1.0,1.0,0.0,0.0,0.0,B,0,9,17,16,23,1,0,67,84,37,65,17,28,47,Joplin
C,"2/4",13,0,7,2,12,7,4,15,3,6,0,6,3,2,6,1,9,1.0,1.0,1.0,0.0,0.0,0.0,B,0,6,18,19,31,1,0,64,84,41,65,20,24,43,Joplin
C,"2/4",19,0,1,1,8,2,4,11,2,6,1,1,2,1,1,1,9,1.0,1.0,1.0,0.0,0.0,0.0,B,0,8,12,24,12,0,0,60,76,36,64,16,28,40,Joplin
C,"2/4",11,2,6,1,7,5,2,20,0,7,2,9,10,3,4,6,4,1.0,0.9375,1.0,0.0,0.0625,0.0,R,0,4,19,30,19,0,0,60,83,43,65,23,22,40,Joplin
C,"2/4",13,0,4,6,12,7,2,8,1,3,1,5,2,8,5,6,1,0.9688,1.0,1.0,0.0313,0.0,0.0,L,0,7,14,23,17,1,0,65,84,38,64,19,26,46,Joplin
C,"2/4",4,4,7,1,4,7,0,18,0,3,3,11,8,5,4,8,0,1.0,1.0,1.0,0.0,0.0,0.0,B,0,5,22,24,11,0,0,55,83,36,65,28,29,47,Joplin
C,"2/4",16,2,0,0,6,10,0,10,3,12,2,1,8,1,10,3,2,0.9688,0.9375,1.0,0.0313,0.0625,0.0,R,0,6,16,22,18,0,0,67,81,41,65,14,24,40,Joplin
C,"2/4",19,0,6,0,5,6,4,14,0,6,1,4,0,8,4,8,1,1.0,0.8125,1.0,0.0,0.1875,0.0,R,0,6,19,24,16,0,0,64,81,36,60,17,24,45,Joplin
C,"2/4",16,0,6,2,10,7,5,16,2,6,0,4,4,5,8,0,7,1.0,1.0,1.0,0.0,0.0,0.0,B,0,8,18,15,32,1,0,67,84,36,65,17,29,48,Joplin
C,"2/4",11,2,10,0,4,5,2,15,3,6,2,6,2,1,4,1,9,1.0,1.0,1.0,0.0,0.0,0.0,B,0,9,17,16,23,1,0,67,84,37,65,17,28,47,Joplin
C,"2/4",13,0,8,2,12,7,4,15,3,6,0,7,2,2,7,1,9,1.0,1.0,1.0,0.0,0.0,0.0,B,0,6,18,20,32,1,0,64,84,41,65,20,24,43,Joplin
C,"2/4",16,0,1,1,7,2,4,10,2,6,0,1,2,1,1,2,7,0.9375,0.9375,0.9375,0.0625,0.0625,0.0625,B,0,7,11,22,10,0,0,60,76,42,64,16,22,34,Joplin
F,"2/4",7,2,4,3,8,6,2,15,1,2,3,5,4,8,1,5,3,0.9688,1.0,1.0,0.0313,0.0,0.0,L,0,6,12,21,18,1,0,64,84,36,65,20,29,48,Joplin
F,"2/4",6,2,15,1,9,2,4,13,0,1,2,10,5,5,5,5,3,0.9375,1.0,1.0,0.0625,0.0,0.0,L,0,8,16,19,21,1,0,64,84,40,65,20,25,44,Joplin
F,"2/4",13,2,5,2,11,4,0,12,0,4,8,7,4,7,1,9,2,0.9688,1.0,1.0,0.0313,0.0,0.0,L,0,10,19,12,26,1,0,72,84,36,65,12,29,48,Joplin
F,"2/4",7,2,6,1,8,9,0,21,2,11,0,4,3,3,5,3,7,1.0,0.9375,1.0,0.0,0.0625,0.0,R,0,7,16,14,34,0,0,69,82,36,65,13,29,46,Joplin
F,"2/4",16,0,4,0,16,3,0,22,0,4,1,5,2,4,7,0,8,1.0,1.0,1.0,0.0,0.0,0.0,B,0,12,16,11,25,7,0,69,86,36,65,17,29,50,Joplin
F,"2/4",17,0,5,2,14,4,0,17,0,11,0,2,4,6,6,2,6,1.0,1.0,1.0,0.0,0.0,0.0,B,0,12,16,8,27,9,0,72,86,36,65,14,29,50,Joplin
F,"2/4",10,2,4,4,18,1,1,18,0,6,2,10,3,3,4,1,10,1.0,1.0,1.0,0.0,0.0,0.0,B,0,12,16,8,29,11,0,72,88,36,65,16,29,52,Joplin
F,"2/4",8,4,10,2,11,9,0,13,4,16,0,0,4,4,3,5,7,1.0,1.0,1.0,0.0,0.0,0.0,B,0,10,17,11,34,5,0,70,86,37,65,16,28,49,Joplin
F,"2/4",15,0,3,0,11,5,0,25,0,2,0,8,1,2,8,0,8,0.9375,0.9375,0.9375,0.0625,0.0625,0.0625,B,0,10,14,14,29,2,0,69,89,36,65,20,29,53,Joplin
B-,"4/4",2,2,3,0,4,6,2,10,2,2,4,3,0,17,0,0,1,0.875,0.875,0.875,0.125,0.125,0.125,B,0,1,17,19,3,0,0,62,77,41,60,15,19,36,Joplin
B-,"4/4",11,0,2,2,11,7,0,23,0,4,0,4,8,9,10,2,0,1.0,1.0,1.0,0.0,0.0,0.0,B,0,7,17,37,3,0,0,61,74,41,58,13,17,33,Joplin
B-,"4/4",15,0,6,1,16,5,0,5,7,10,0,4,11,4,7,6,1,1.0,1.0,1.0,0.0,0.0,0.0,B,0,8,19,16,20,6,0,62,87,38,62,25,24,49,Joplin
B-,"4/4",19,0,2,0,13,17,0,18,0,10,2,4,7,8,2,9,4,1.0,1.0,1.0,0.0,0.0,0.0,B,0,12,20,25,28,0,0,65,82,38,63,17,25,44,Joplin
B-,"4/4",18,0,2,0,13,17,0,18,0,11,2,5,9,6,3,9,4,1.0,1.0,1.0,0.0,0.0,0.0,B,0,11,21,28,26,0,0,63,82,38,63,19,25,44,Joplin
B-,"4/4",9,0,3,0,14,3,0,3,7,8,0,7,6,1,4,6,2,0.75,0.75,0.75,0.0,0.0,0.0,B,0,7,15,24,8,0,0,66,81,38,63,15,25,43,Joplin
B-,"4/4",11,0,11,0,13,6,0,0,3,13,0,7,11,0,11,5,0,1.0,1.0,1.0,0.0,0.0,0.0,B,1,10,18,22,12,1,0,67,87,34,63,20,29,53,Joplin
B-,"4/4",8,0,8,0,14,4,0,0,9,10,0,11,9,2,9,6,0,1.0,1.0,1.0,0.0,0.0,0.0,B,0,9,20,28,7,0,0,66,81,36,63,15,27,45,Joplin
B-,"4/4",11,0,11,0,13,6,0,0,3,13,0,7,11,0,11,5,0,1.0,1.0,1.0,0.0,0.0,0.0,B,1,10,18,22,12,1,0,67,87,34,63,20,29,53,Joplin
B-,"4/4",11,0,8,2,18,3,2,4,3,9,0,6,11,3,7,7,0,0.9375,1.0,1.0,0.0625,0.0,0.0,L,1,9,18,25,13,0,0,65,74,34,63,9,29,40,Joplin
B-,"4/4",17,0,4,4,19,4,2,17,2,6,1,0,14,5,3,7,3,0.9375,1.0,1.0,0.0625,0.0,0.0,L,1,7,12,28,28,0,0,65,82,34,68,17,34,48,Joplin
B-,"4/4",21,0,4,2,7,11,0,7,1,17,0,0,6,7,6,8,0,1.0,1.0,1.0,0.0,0.0,0.0,B,2,7,25,32,4,0,0,53,74,34,63,21,29,40,Joplin
B-,"4/4",12,5,6,1,11,10,0,22,0,4,0,10,6,1,7,4,7,1.0,1.0,1.0,0.0,0.0,0.0,B,2,9,20,22,28,0,0,62,79,34,63,17,29,45,Joplin
B-,"4/4",14,2,6,5,20,8,4,12,0,4,1,4,6,9,5,4,5,0.875,1.0,1.0,0.125,0.0,0.0,L,3,13,15,17,32,0,0,65,82,34,63,17,29,48,Joplin
B-,"4/4",17,0,6,2,13,4,0,13,2,9,1,1,16,6,1,8,1,1.0,1.0,1.0,0.0,0.0,0.0,B,0,5,19,33,11,0,0,53,82,41,68,29,27,41,Joplin
B-,"4/4",14,0,4,2,7,5,1,19,0,7,0,9,6,9,3,5,3,1.0,1.0,1.0,0.0,0.0,0.0,B,0,8,23,19,18,0,0,65,79,41,63,14,22,38,Joplin
C+,"4/4",15,0,6,0,18,4,0,0,1,22,0,4,6,2,6,8,2,1.0,1.0,1.0,0.0,0.0,0.0,B,0,9,23,11,22,5,0,65,87,37,63,22,26,50,Joplin
C+,"4/4",2,2,4,1,1,5,4,1,9,5,2,8,0,17,0,0,2,1.0,1.0,1.0,0.0,0.0,0.0,B,0,0,16,20,8,0,0,60,77,48,62,17,14,29,Joplin
C+,"4/4",11,0,9,1,11,8,0,0,6,15,0,14,4,5,2,5,7,1.0,1.0,1.0,0.0,0.0,0.0,B,1,6,13,20,29,6,0,66,87,33,63,21,30,54,Joplin
C+,"4/4",13,0,5,2,15,6,4,13,0,9,0,12,2,11,0,6,6,1.0,1.0,1.0,0.0,0.0,0.0,B,1,5,10,18,36,9,0,65,87,34,72,22,38,53,Joplin
C+,"4/4",5,4,11,4,26,2,1,1,9,12,2,13,8,3,4,4,9,1.0,1.0,1.0,0.0,0.0,0.0,B,1,11,19,31,27,1,0,63,84,35,63,21,28,49,Joplin
B-,"4/4",11,0,2,2,11,7,0,23,0,4,0,4,8,9,10,2,0,1.0,1.0,1.0,0.0,0.0,0.0,B,0,7,17,37,3,0,0,61,74,41,58,13,17,33,Joplin
B-,"4/4",15,0,6,1,16,5,0,5,7,10,0,4,11,4,7,6,1,1.0,1.0,1.0,0.0,0.0,0.0,B,0,8,19,16,20,6,0,62,87,38,62,25,24,49,Joplin
B-,"4/4",19,0,2,0,13,17,0,18,0,10,2,4,7,8,2,9,4,1.0,1.0,1.0,0.0,0.0,0.0,B,0,12,20,25,28,0,0,65,82,38,63,17,25,44,Joplin
B-,"4/4",18,0,2,0,13,17,0,18,0,11,2,5,9,6,3,9,4,1.0,1.0,1.0,0.0,0.0,0.0,B,0,11,21,28,26,0,0,63,82,38,63,19,25,44,Joplin
B-,"4/4",14,0,3,0,12,8,0,14,2,2,0,3,5,12,1,4,2,1.0,0.1875,1.0,0.0,0.8125,0.0,R,0,2,6,12,35,3,0,53,86,41,63,33,22,45,Joplin
B-,"4/4",14,0,2,1,10,7,3,13,3,2,0,2,4,12,1,4,2,1.0,0.8125,1.0,0.0,0.1875,0.0,R,0,2,5,38,12,0,0,61,82,41,69,21,28,41,Joplin
B-,"4/4",8,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0.5,0.5,0.5,0.5,0.5,0.5,B,1,2,1,3,5,0,0,70,82,34,65,12,31,48,Joplin
G,"6/8",7,0,8,4,6,4,5,8,2,1,0,1,0,11,0,3,2,0.9167,0.9167,0.9167,0.0833,0.0833,0.0833,B,0,5,14,19,8,0,0,59,74,38,62,15,24,36,Joplin
G,"6/8",14,0,2,3,15,6,2,12,2,2,0,0,1,7,1,6,3,0.9583,0.875,0.9583,0.0417,0.125,0.0417,R,0,6,15,22,14,1,0,61,86,43,60,25,17,43,Joplin
G,"6/8",9,1,8,2,12,12,2,21,0,0,0,11,1,1,2,7,7,0.8333,0.7083,0.8333,0.1667,0.2917,0.1667,R,0,10,21,12,35,0,0,59,83,38,60,24,22,45,Joplin
G,"6/8",14,0,2,3,15,6,2,12,2,2,0,0,1,7,1,6,3,0.9583,0.875,0.9583,0.0417,0.125,0.0417,R,0,6,15,22,14,1,0,61,86,43,60,25,17,43,Joplin
G,"6/8",6,1,13,4,10,2,5,11,0,2,3,6,2,1,5,6,4,0.875,0.7083,0.875,0.125,0.2917,0.125,R,0,7,23,16,16,1,0,59,86,40,62,27,22,46,Joplin
G,"6/8",10,0,5,2,6,12,2,18,0,2,0,10,0,4,2,6,5,0.9583,0.7917,0.9583,0.0417,0.2083,0.0417,R,0,6,17,8,19,17,0,70,93,38,62,23,24,55,Joplin
G,"6/8",16,0,6,3,11,6,2,12,0,4,0,8,0,0,6,2,8,1.0,1.0,1.0,0.0,0.0,0.0,B,0,6,26,12,18,6,0,66,91,38,60,25,22,53,Joplin
G,"6/8",10,0,3,0,6,12,2,19,0,4,2,9,0,6,1,4,6,0.9167,0.75,0.9167,0.0833,0.25,0.0833,R,0,8,15,6,20,18,0,71,93,38,60,22,22,55,Joplin
G,"6/8",11,0,3,1,9,6,3,13,0,4,0,4,5,0,4,1,6,1.0,1.0,1.0,0.0,0.0,0.0,B,0,7,21,7,15,4,0,66,88,36,60,22,24,52,Joplin
G,"6/8",17,0,0,0,6,8,3,8,0,5,0,1,6,4,1,5,2,0.7917,0.5417,0.7917,0.2083,0.4583,0.2083,R,1,7,10,7,15,8,0,67,91,31,64,24,33,60,Joplin
C,"6/8",7,0,5,0,6,12,1,14,0,2,0,9,1,5,3,9,0,1.0,0.875,1.0,0.0,0.125,0.0,R,0,5,16,9,20,6,0,72,89,43,65,17,22,46,Joplin
C,"6/8",16,0,2,1,5,0,2,19,0,2,0,7,1,4,1,8,2,0.8333,0.75,0.8333,0.1667,0.25,0.1667,R,1,3,14,11,18,7,0,67,91,31,64,24,33,60,Joplin
C,"6/8",7,0,5,0,7,11,1,14,1,2,0,10,1,5,2,9,1,1.0,0.9167,1.0,0.0,0.0833,0.0,R,0,7,14,11,20,6,0,72,89,43,65,17,22,46,Joplin
C,"6/8",15,0,4,1,5,4,5,10,0,7,0,7,0,3,5,8,1,0.8333,0.875,0.9583,0.1667,0.125,0.0417,L,0,9,11,19,14,5,0,66,86,38,65,20,27,48,Joplin
C,"6/8",3,0,2,0,8,2,0,0,2,10,0,6,0,9,0,0,3,0.3333,0.9167,0.9167,0.6667,0.0833,0.0833,L,0,11,12,4,6,0,0,69,81,40,60,12,20,41,Joplin
C,"6/8",2,0,8,2,0,0,2,10,0,4,0,3,2,7,0,0,3,0.3333,0.9167,0.9167,0.6667,0.0833,0.0833,L,0,12,10,4,5,0,0,67,79,38,59,12,21,41,Joplin
C,"6/8",4,2,7,0,7,6,0,3,2,4,2,5,12,0,2,6,0,1.0,1.0,1.0,0.0,0.0,0.0,B,0,5,15,4,17,1,0,68,86,44,58,18,14,42,Joplin
C,"6/8",5,0,6,2,2,5,2,11,3,6,3,4,5,1,1,2,6,0.625,0.8333,0.8333,0.375,0.1667,0.1667,L,1,7,10,4,25,2,0,72,91,31,64,19,33,60,Joplin
C,"6/8",15,0,2,0,8,6,2,16,0,2,0,6,2,4,2,9,1,1.0,0.8333,1.0,0.0,0.1667,0.0,R,0,7,14,12,20,4,0,72,84,36,65,12,29,48,Joplin
C,"6/8",8,0,5,1,3,6,1,16,0,2,0,11,0,5,2,8,1,0.8333,0.7917,0.8333,0.1667,0.2083,0.1667,R,1,1,16,8,18,9,0,67,95,31,65,28,34,64,Joplin
C,"6/8",15,0,2,0,8,6,2,16,0,2,0,6,2,4,2,9,1,1.0,0.8333,1.0,0.0,0.1667,0.0,R,0,7,14,12,20,4,0,72,84,36,65,12,29,48,Joplin
C,"6/8",12,0,5,1,7,7,1,8,1,5,0,9,0,4,6,5,2,0.8333,0.7917,0.9583,0.1667,0.2083,0.0417,R,0,7,10,16,15,8,0,67,89,42,65,22,23,47,Joplin
C,"6/8",7,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,B,0,1,1,2,4,2,0,72,84,36,64,12,28,48,Joplin
A-,"2/4",12,4,3,0,6,2,0,24,0,0,0,5,7,9,0,4,3,0.6875,0.8125,0.8125,0.125,0.0,0.0,L,0,7,19,21,9,0,0,63,75,39,61,12,22,36,Joplin
A-,"2/4",8,0,3,4,0,2,0,24,8,0,0,3,13,13,0,2,1,0.5,0.9375,0.9375,0.5,0.0625,0.0625,L,1,9,14,17,11,0,0,63,76,32,68,13,36,44,Joplin
A-,"2/4",35,0,2,9,8,0,4,9,5,6,0,0,13,4,2,3,7,0.9375,0.875,1.0,0.0625,0.125,0.0,R,0,0,1,34,28,15,0,68,92,56,72,24,16,36,Joplin
A-,"2/4",36,0,3,7,11,1,4,14,5,6,0,1,6,5,2,3,10,0.9688,0.9375,0.9688,0.0313,0.0625,0.0313,R,0,0,32,32,23,1,0,63,84,50,73,21,23,34,Joplin
A-,"2/4",8,2,10,0,10,7,2,23,0,0,0,11,8,5,2,6,5,0.8438,1.0,1.0,0.1563,0.0,0.0,L,0,7,23,22,16,5,0,63,87,39,61,24,22,48,Joplin
A-,"2/4",13,2,8,2,8,6,0,14,0,16,0,7,10,6,4,8,2,0.9375,1.0,1.0,0.0625,0.0,0.0,L,0,10,22,20,24,0,0,65,80,39,61,15,22,41,Joplin
A-,"2/4",11,2,8,0,14,5,2,18,0,8,0,9,11,6,4,8,2,0.9375,1.0,1.0,0.0625,0.0,0.0,L,0,9,22,14,27,5,0,65,87,39,61,22,22,48,Joplin
A-,"2/4",14,6,7,0,7,5,0,5,0,16,4,4,9,4,5,5,3,0.9063,1.0,1.0,0.0938,0.0,0.0,L,0,11,21,20,16,0,0,65,80,39,61,15,22,41,Joplin
A-,"2/4",20,4,5,0,11,1,2,22,0,4,0,3,6,8,1,5,5,0.8125,1.0,1.0,0.1875,0.0,0.0,L,0,10,22,29,11,0,0,60,80,39,63,20,24,41,Joplin
A-,"2/4",7,2,6,1,3,4,0,36,4,0,0,7,7,14,0,5,3,0.8438,1.0,1.0,0.1563,0.0,0.0,L,0,9,21,26,14,0,0,63,76,39,61,13,22,37,Joplin
A-,"2/4",27,0,0,9,0,0,4,4,4,4,0,0,18,5,0,0,4,0.5625,0.8125,0.9375,0.4375,0.1875,0.0625,L,1,4,6,23,11,7,0,63,92,32,71,29,39,60,Joplin
A-,"2/4",36,0,3,7,11,1,4,15,5,6,0,1,6,5,2,2,11,0.9688,1.0,1.0,0.0313,0.0,0.0,L,0,0,16,28,36,9,0,68,92,50,73,24,23,42,Joplin
A-,"2/4",28,0,6,3,17,1,0,20,5,2,4,1,6,5,3,5,8,1.0,0.9375,1.0,0.0,0.0625,0.0,R,0,2,25,39,21,0,0,63,80,39,66,17,27,41,Joplin
C+,"2/4",11,2,13,0,12,5,0,20,0,9,0,14,8,3,8,6,4,1.0,1.0,1.0,0.0,0.0,0.0,B,0,10,16,27,33,0,0,68,80,36,66,12,30,44,Joplin
C+,"2/4",11,8,8,0,16,1,0,16,1,13,0,13,7,4,8,6,4,1.0,1.0,1.0,0.0,0.0,0.0,B,1,10,15,24,37,0,0,68,82,34,68,14,34,48,Joplin
C+,"2/4",6,7,13,5,7,10,2,2,0,22,0,11,9,5,4,8,4,0.9688,1.0,1.0,0.0313,0.0,0.0,L,0,6,16,20,37,6,0,70,85,39,68,15,29,46,Joplin
C+,"2/4",19,3,5,0,15,5,1,19,0,7,0,5,9,5,3,9,3,0.9375,1.0,1.0,0.0625,0.0,0.0,L,0,5,18,29,26,1,0,65,85,37,65,20,28,48,Joplin
A-,"2/4",20,2,4,2,13,7,0,10,0,13,0,0,6,6,4,4,5,0.9688,1.0,1.0,0.0313,0.0,0.0,L,0,6,17,23,23,2,0,68,84,39,65,16,26,45,Joplin
A-,"2/4",15,2,9,0,11,4,0,17,0,7,0,9,7,10,4,5,3,0.9688,1.0,1.0,0.0313,0.0,0.0,L,0,10,21,22,21,0,0,67,77,39,61,10,22,38,Joplin
A-,"2/4",24,0,4,2,13,7,0,11,0,14,0,0,5,5,4,7,4,1.0,1.0,1.0,0.0,0.0,0.0,B,0,5,18,26,24,2,0,65,84,39,65,19,26,45,Joplin
A-,"2/4",14,0,10,0,8,5,5,17,4,6,0,4,6,7,1,10,2,0.9688,1.0,1.0,0.0313,0.0,0.0,L,1,13,17,36,6,0,0,60,75,34,60,15,26,41,Joplin
A-,"2/4",7,0,0,0,2,1,0,4,0,0,0,1,0,0,0,1,2,0.75,0.75,0.75,0.0,0.0,0.0,B,1,3,2,4,5,0,0,60,80,32,56,20,24,48,Joplin
C,"2/4",4,0,5,4,11,7,3,12,0,8,0,6,0,24,0,3,0,1.0,1.0,1.0,0.0,0.0,0.0,B,0,0,13,43,4,0,0,60,79,50,65,19,15,29,Joplin
C,"2/4",13,3,5,4,16,4,0,17,0,4,2,4,12,3,4,8,2,1.0,1.0,1.0,0.0,0.0,0.0,B,0,2,23,14,30,3,0,70,86,43,65,16,22,43,Joplin
C,"2/4",12,0,2,9,16,0,7,12,0,11,0,9,7,2,4,7,5,1.0,1.0,1.0,0.0,0.0,0.0,B,1,6,17,14,35,5,0,67,88,35,66,21,31,53,Joplin
C,"2/4",13,0,4,2,22,0,2,9,6,8,0,3,13,2,4,5,4,1.0,0.8125,1.0,0.0,0.1875,0.0,R,0,6,18,5,29,11,0,64,88,40,60,24,20,48,Joplin
C,"2/4",6,0,6,4,5,10,4,16,0,12,0,8,3,1,7,5,5,1.0,1.0,1.0,0.0,0.0,0.0,B,0,8,19,23,20,1,0,65,84,38,64,19,26,46,Joplin
C,"2/4",13,0,9,2,19,4,1,0,7,10,1,9,8,5,6,6,3,1.0,1.0,1.0,0.0,0.0,0.0,B,0,6,15,12,33,9,0,72,88,36,65,16,29,52,Joplin
C,"2/4",15,0,4,6,17,4,1,0,2,20,0,9,11,1,6,8,3,1.0,1.0,1.0,0.0,0.0,0.0,B,0,6,18,9,37,8,0,72,88,40,69,16,29,48,Joplin
C,"2/4",9,0,9,2,21,4,1,0,8,10,1,9,8,5,6,7,2,1.0,1.0,1.0,0.0,0.0,0.0,B,0,6,15,12,33,8,0,74,88,40,65,14,25,48,Joplin
C,"2/4",10,0,12,0,19,6,0,0,3,16,0,5,13,0,8,6,2,1.0,1.0,1.0,0.0,0.0,0.0,B,0,3,17,28,23,0,0,64,83,40,65,19,25,43,Joplin
